https://www.youtube.com/watch?v=M-XIMtd8ilM	7
https://www.youtube.com/watch?v=Jg5--STf-iE	7.5
https://www.youtube.com/watch?v=bbEy98llGRU	8
https://www.youtube.com/watch?v=6IweE9qcQZ4	8
https://www.youtube.com/watch?v=mqtY88BUi0M	8
https://www.youtube.com/watch?v=D9_WzE28IwE	8
https://www.youtube.com/watch?v=IT_MbDpfOBE	8
https://www.youtube.com/watch?v=ZVrXyDjHaWI	8
https://www.youtube.com/watch?v=tLzfc7Ba12k	8
https://www.youtube.com/watch?v=w7cQRr5Yca8	8.5
https://www.youtube.com/watch?v=vh_EwI8pjQU	9
https://www.youtube.com/watch?v=WLU75lftzc8	9
https://www.youtube.com/watch?v=KSRHLwYgLSM	9
https://www.youtube.com/watch?v=-rMrkyMn-sY	9
https://www.youtube.com/watch?v=hz8ul-gmLyA	9
https://www.youtube.com/watch?v=bfs8hVNvVik	9
https://www.youtube.com/watch?v=lDypBPyWiak	9.5
https://www.youtube.com/watch?v=ItX7H66gsrQ	10
https://www.youtube.com/watch?v=PXTagE7BtRU	10
https://www.youtube.com/watch?v=vONYT-5OVps	10
https://www.youtube.com/watch?v=ZvEPYH7GRUM	10
https://www.youtube.com/watch?v=J2pIvg-2vEY	10
https://www.youtube.com/watch?v=8nMOcw70RX8	10
https://www.youtube.com/watch?v=GOhbZZy02lQ	10
https://www.youtube.com/watch?v=3d5id_cwHUM	10
https://www.youtube.com/watch?v=2G0loI0Jn5M	10
https://www.youtube.com/watch?v=em040d_x7xI	10
https://www.youtube.com/watch?v=uINFVM7TTdY	10
https://www.youtube.com/watch?v=oh8-PifcIUQ	10
https://www.youtube.com/watch?v=d4rxwT7TwXg	10.5
https://www.youtube.com/watch?v=z0nrVYvE0b8	10.5
https://www.youtube.com/watch?v=ulECncwlNMQ	11
https://www.youtube.com/watch?v=WYsrlger-2A	11
https://www.youtube.com/watch?v=pEoZbXB78NI	11
https://www.youtube.com/watch?v=7MJu_aWn1nI	11
https://www.youtube.com/watch?v=HHPzxa6znPU	11
https://www.youtube.com/watch?v=JhmEARapxK4	11.33333333
https://www.youtube.com/watch?v=DJLDF6qZUX0	11.5
https://www.youtube.com/watch?v=lqmrQ6xPpHg	11.5
https://www.youtube.com/watch?v=4naT8ckkj5Y	12
https://www.youtube.com/watch?v=ITyeI3YyYw8	12
https://www.youtube.com/watch?v=mcP_f1UEQVo	12
https://www.youtube.com/watch?v=-U3LjDN8ErI	12
https://www.youtube.com/watch?v=zN1id2dmH3o	12
https://www.youtube.com/watch?v=4Zv9vRz4QYM	12
https://www.youtube.com/watch?v=0ji_-OJlVbI	12
https://www.youtube.com/watch?v=d2QNuDUTocE	12
https://www.youtube.com/watch?v=zk5HsBQYUZw	12
https://www.youtube.com/watch?v=Ry1X61Vf33U	12
https://www.youtube.com/watch?v=_9rL1pPXblQ	12
https://www.youtube.com/watch?v=5hBqqxYcDN8	12
https://www.youtube.com/watch?v=YC6YRjD3080	13
https://www.youtube.com/watch?v=r3idOGxm3FA	13
https://www.youtube.com/watch?v=kBX9-WUsMAg	13
https://www.youtube.com/watch?v=QrnoERrXXAQ	13
https://www.youtube.com/watch?v=XutXCTwwmYc	13
https://www.youtube.com/watch?v=l10LhdDwTZc	13
https://www.youtube.com/watch?v=7UjqLfjsfMk	14
https://www.youtube.com/watch?v=VRrMu7B1L2I	14
https://www.youtube.com/watch?v=FnJ645xph3o	14
https://www.youtube.com/watch?v=YLorRByRe0Q	14
https://www.youtube.com/watch?v=VWPlZSL9ZMc	14
https://www.youtube.com/watch?v=0A43tb18T8Y	15
https://www.youtube.com/watch?v=udJtfSkRgbA	15
https://www.youtube.com/watch?v=zmI_uwjTuY0	15
https://www.youtube.com/watch?v=hro4AdTYiTA	15
https://www.youtube.com/watch?v=J3POpdFlxWE	15
https://www.youtube.com/watch?v=QHOaJSXr9HI	15
https://www.youtube.com/watch?v=tpD4ZPamt68	15
https://www.youtube.com/watch?v=C6d4o6hxZOY	15.5
https://www.youtube.com/watch?v=xYA7AnVwejo	16
https://www.youtube.com/watch?v=HpoEk8nlUyA	16
https://www.youtube.com/watch?v=Tjnddp_pOac	16
https://www.youtube.com/watch?v=7-OnEe-dauE	16
https://www.youtube.com/watch?v=BhHONpmlxPc	16
https://www.youtube.com/watch?v=TeUcij3L9No	16
https://www.youtube.com/watch?v=7Ac2cZPOD00	16
https://www.youtube.com/watch?v=6uhCxBk6cQE	16
https://www.youtube.com/watch?v=4u_Ed0Bh-s0	16.5
https://www.youtube.com/watch?v=dNjIpip6e3A	17
https://www.youtube.com/watch?v=bCxiuuJVT-8	17
https://www.youtube.com/watch?v=cZTD62e566U	17
https://www.youtube.com/watch?v=UzPq0hDdDhs	17
https://www.youtube.com/watch?v=cvjQ_AduY0A	17
https://www.youtube.com/watch?v=E3Onos4Eq3Y	17.33333333
https://www.youtube.com/watch?v=S71Jmw8FXm8	17.5
https://www.youtube.com/watch?v=glPUjj0HIvw	18
https://www.youtube.com/watch?v=PzYKsLch4GM	18
https://www.youtube.com/watch?v=O4OJoXKWTBk	18
https://www.youtube.com/watch?v=lfABnAS5i9Q	18
https://www.youtube.com/watch?v=36CSS3UIzxk	18
https://www.youtube.com/watch?v=lvNmIZqU52g	18
https://www.youtube.com/watch?v=bGFyHV2vbwE	18
https://www.youtube.com/watch?v=PaXPMCoC6zA	18
https://www.youtube.com/watch?v=YKjnuR1ILfY	18
https://www.youtube.com/watch?v=LMCGADFNDiQ	18.33333333
https://www.youtube.com/watch?v=nZH6YKmtQV8	19
https://www.youtube.com/watch?v=Q4rR0BbTBPk	19
https://www.youtube.com/watch?v=1vtcf13zT08	19
https://www.youtube.com/watch?v=Q3v-N8o3lc0	19.5
https://www.youtube.com/watch?v=hm0BD1pP4gc	20
https://www.youtube.com/watch?v=pOEAvEklvNA	20
https://www.youtube.com/watch?v=pQpQuGV_gMA	20
https://www.youtube.com/watch?v=QCsd_reCiSI	20
https://www.youtube.com/watch?v=QxafIhYFOr0	20
https://www.youtube.com/watch?v=39RQH0mpsVQ	20
https://www.youtube.com/watch?v=8Ozc-h-29M0	20
https://www.youtube.com/watch?v=bSyh4oPLXpU	20
https://www.youtube.com/watch?v=dJaLU0w5Do4	20
https://www.youtube.com/watch?v=dBVeiyPVWrU	20
https://www.youtube.com/watch?v=YV8zGNe7Ebg	20
https://www.youtube.com/watch?v=1Dp0aCWbQSE	20
https://www.youtube.com/watch?v=kQyAJv_Ordg	20
https://www.youtube.com/watch?v=uVzhtuuy0b8	20.5
https://www.youtube.com/watch?v=aI20RX5j76w	21
https://www.youtube.com/watch?v=aYnA8TCzUvc	21
https://www.youtube.com/watch?v=DsjRBYJTGtw	21
https://www.youtube.com/watch?v=8iA2G4xlEpk	21
https://www.youtube.com/watch?v=1shK-j_u6LI	21
https://www.youtube.com/watch?v=gm_n76Dsl0c	21
https://www.youtube.com/watch?v=xIJORBRpOPM	21
https://www.youtube.com/watch?v=19EW551nCS4	21
https://www.youtube.com/watch?v=SILvPVVAhBo	21
https://www.youtube.com/watch?v=yICX_ZQ86Mw	21.5
https://www.youtube.com/watch?v=qbBLDBohgrY	21.5
https://www.youtube.com/watch?v=b-j7H71q3jE	22
https://www.youtube.com/watch?v=bzoE5dlxH2s	22
https://www.youtube.com/watch?v=ghex3MkcoJw	22
https://www.youtube.com/watch?v=TElqNU5ytVo	22
https://www.youtube.com/watch?v=YrtMUonPErU	22
https://www.youtube.com/watch?v=wFl4N4PXlkU	22
https://www.youtube.com/watch?v=Y3qYT60DSKQ	22
https://www.youtube.com/watch?v=BntPVmeo7ro	22
https://www.youtube.com/watch?v=L4mP9pR-mzU	22
https://www.youtube.com/watch?v=4F-fzXW1xUM	22
https://www.youtube.com/watch?v=VhK5gJDmSc8	22
https://www.youtube.com/watch?v=47cAxRX3aDg	22
https://www.youtube.com/watch?v=Gz-sC-vSIXk	22
https://www.youtube.com/watch?v=g7xSwrdkOMM	22
https://www.youtube.com/watch?v=OB6r2Wi0E98	22
https://www.youtube.com/watch?v=pM2OK_JaJ9I	22.5
https://www.youtube.com/watch?v=2Zr7lY4WsFA	23
https://www.youtube.com/watch?v=Go9rf9GmYpM	23
https://www.youtube.com/watch?v=6i-nMWgBUp0	23
https://www.youtube.com/watch?v=M0LfLk9lLEg	23
https://www.youtube.com/watch?v=baicgyq5UQo	23
https://www.youtube.com/watch?v=wYj5o4kQsXs	23
https://www.youtube.com/watch?v=VZ9lXgcYL50	23
https://www.youtube.com/watch?v=ThIrw_LpuRA	23
https://www.youtube.com/watch?v=dytCWrf92zc	23
https://www.youtube.com/watch?v=nusZoYBbibo	23
https://www.youtube.com/watch?v=INyo5ctzmGo	23
https://www.youtube.com/watch?v=HHzchaDJJ70	23
https://www.youtube.com/watch?v=fwcYbo7pjto	23
https://www.youtube.com/watch?v=3UOGKO7tM34	24
https://www.youtube.com/watch?v=Du1dnKppn-s	24
https://www.youtube.com/watch?v=Jtakqt3Jygk	24
https://www.youtube.com/watch?v=mG4Di2nytAk	24
https://www.youtube.com/watch?v=cXw2gm4yPEE	24
https://www.youtube.com/watch?v=ipdtwLlWNZQ	24
https://www.youtube.com/watch?v=MkpUGyWQlV0	24
https://www.youtube.com/watch?v=XkaWyrm8EQg	24
https://www.youtube.com/watch?v=NpwdcmjBgNA	24
https://www.youtube.com/watch?v=HtYOm59fys8	24
https://www.youtube.com/watch?v=nazd-KgCjVI	24
https://www.youtube.com/watch?v=A5Rnnwk9jOA	24
https://www.youtube.com/watch?v=Ocd4NfC7Ltc	24.33333333
https://www.youtube.com/watch?v=yx5ZKZY8jX0	24.33333333
https://www.youtube.com/watch?v=ALaqqMY2m0k	24.5
https://www.youtube.com/watch?v=d4m2LDCuADg	25
https://www.youtube.com/watch?v=tjgtLSHhTPg	25
https://www.youtube.com/watch?v=ApnyKv1GuNI	25
https://www.youtube.com/watch?v=B1Vcbm-XWtg	25
https://www.youtube.com/watch?v=1lMxZNFripE	25
https://www.youtube.com/watch?v=68O0z6lssfE	25
https://www.youtube.com/watch?v=V7g4e5m5aRc	25
https://www.youtube.com/watch?v=uY3tZNrIstA	25
https://www.youtube.com/watch?v=rm6d2oy8GRk	25.5
https://www.youtube.com/watch?v=5gKjLV2wKmg	26
https://www.youtube.com/watch?v=jlLJR4xj9p0	26
https://www.youtube.com/watch?v=1DHo8fYFsd0	26
https://www.youtube.com/watch?v=v-S3iSqKs64	26
https://www.youtube.com/watch?v=g4qWbtSCxtc	26
https://www.youtube.com/watch?v=xFnB0uK7PcQ	26
https://www.youtube.com/watch?v=nOsdS5irjAo	26
https://www.youtube.com/watch?v=K783SDTBKmg	26
https://www.youtube.com/watch?v=JzaYcTPLWbE	26.25
https://www.youtube.com/watch?v=1SlSxuhLJVE	26.5
https://www.youtube.com/watch?v=CDuxXjaJwbI	27
https://www.youtube.com/watch?v=fi7G0RgqcxQ	27
https://www.youtube.com/watch?v=eikcKu89fDs	27
https://www.youtube.com/watch?v=-nYhixp7bXI	27
https://www.youtube.com/watch?v=HxznTayRCYQ	27
https://www.youtube.com/watch?v=2VgiVK_hOhM	27
https://www.youtube.com/watch?v=t_HrcY8AWhg	27
https://www.youtube.com/watch?v=NwM0YG_uTS8	28
https://www.youtube.com/watch?v=90fRlMQTdSs	29
https://www.youtube.com/watch?v=KHx0_NFuGb4	29
https://www.youtube.com/watch?v=yfFs0o6pCxc	29
https://www.youtube.com/watch?v=IuUyMMXix8M	29
https://www.youtube.com/watch?v=i2MhRCYkgbI	29
https://www.youtube.com/watch?v=JOOfRE4m7PE	29
https://www.youtube.com/watch?v=Sjl5_vDfiuM	30
https://www.youtube.com/watch?v=rKUNJMrFeUs	30
https://www.youtube.com/watch?v=HKV0QuQsonk	30
https://www.youtube.com/watch?v=QLPyuFVKGak	30
https://www.youtube.com/watch?v=BJDPKBNuqzE	30
https://www.youtube.com/watch?v=abLB7aTmnE4	30
https://www.youtube.com/watch?v=w4kHmbZTvyI	30
https://www.youtube.com/watch?v=ZOJCmPKaYN8	31
https://www.youtube.com/watch?v=SJT2o0W9I00	31
https://www.youtube.com/watch?v=SaeJUCVEp2s	31
https://www.youtube.com/watch?v=6yVMik5Mfwk	31.75
https://www.youtube.com/watch?v=wcAXkD9DjD8	32
https://www.youtube.com/watch?v=8IkS1oXvhVM	33
https://www.youtube.com/watch?v=c6PPa6sg20E	34
https://www.youtube.com/watch?v=b-CJNGx_Q0A	35
https://www.youtube.com/watch?v=l6i-gYRAwM0	35
https://www.youtube.com/watch?v=LJP1DphOWPs	35
https://www.youtube.com/watch?v=0ljPuSfPbSw	36
https://www.youtube.com/watch?v=wZMZdQzoQgo	36
https://www.youtube.com/watch?v=y5ejwRj9t1Q	36
https://www.youtube.com/watch?v=Svg-DvNARKE	37
https://www.youtube.com/watch?v=10okyjMjlH8	37
https://www.youtube.com/watch?v=Owywvqg5IOQ	37
https://www.youtube.com/watch?v=meW77mdWU7g	37
https://www.youtube.com/watch?v=_XOa7zVqxA4	37
https://www.youtube.com/watch?v=yR0lWICH3rY	37
https://www.youtube.com/watch?v=lPDOh5ZifyM	38
https://www.youtube.com/watch?v=krhB_An8fT4	38
https://www.youtube.com/watch?v=lN2fuKPDzHA	38
https://www.youtube.com/watch?v=hFYCjZvv8y4	38.5
https://www.youtube.com/watch?v=1WlRcXIO5ik	39
https://www.youtube.com/watch?v=9xGRii6IA1M	39
https://www.youtube.com/watch?v=Vot3KDw2z3o	39
https://www.youtube.com/watch?v=DZRmcKX85so	40
https://www.youtube.com/watch?v=n9tSN0178Us	40
https://www.youtube.com/watch?v=YbKLOybMb30	40
https://www.youtube.com/watch?v=GXru4Q7Lgxo	40
https://www.youtube.com/watch?v=e8iwjnN8j3A	41
https://www.youtube.com/watch?v=HmZm8vNHBSU	41
https://www.youtube.com/watch?v=S3QH-ZriX7E	41
https://www.youtube.com/watch?v=2T-AxWMZBfU	42
https://www.youtube.com/watch?v=B0YOlACRlJM	42
https://www.youtube.com/watch?v=4jpmWTqKeW0	42
https://www.youtube.com/watch?v=V_gGAPOZbFA	43
https://www.youtube.com/watch?v=tPZQkkbuD2c	43
https://www.youtube.com/watch?v=-2L1zQkJ8UA	43
https://www.youtube.com/watch?v=kw03nalTAMQ	43.5
https://www.youtube.com/watch?v=MWWTabHiV2E	44
https://www.youtube.com/watch?v=55BZ2gSsSmY	44
https://www.youtube.com/watch?v=QDCwAJ87CKU	44
https://www.youtube.com/watch?v=gQPN3UKQM-U	46
https://www.youtube.com/watch?v=064ipuBiWDg	46.5
https://www.youtube.com/watch?v=f1PNQwHZuJc	47
https://www.youtube.com/watch?v=xtJqw--DGl8	47
https://www.youtube.com/watch?v=SXy6JElmgHU	47
https://www.youtube.com/watch?v=7DrFY3H-u8w	48
https://www.youtube.com/watch?v=X7ifDf6chNw	48
https://www.youtube.com/watch?v=j7OHG7tHrNM	48
https://www.youtube.com/watch?v=d_MreRQ7_-w	48
https://www.youtube.com/watch?v=mh6vHoyBs58	48
https://www.youtube.com/watch?v=JOJ01KXTw-A	48.33333333
https://www.youtube.com/watch?v=HAIWK9IXpHg	49
https://www.youtube.com/watch?v=Q285dYl2mZI	49
https://www.youtube.com/watch?v=e4SQT8epHOc	49
https://www.youtube.com/watch?v=Ml54UuAoLSo	50
https://www.youtube.com/watch?v=Ta-fub2dbhI	50
https://www.youtube.com/watch?v=kZV01QAcl20	50
https://www.youtube.com/watch?v=3pNGO5ppfQ8	50
https://www.youtube.com/watch?v=FVsgso273EE	51
https://www.youtube.com/watch?v=88KNf0MtU14	51
https://www.youtube.com/watch?v=UU0SP91D9Js	52
https://www.youtube.com/watch?v=0K8lrVjT6fM	52
https://www.youtube.com/watch?v=KJXzkUH72cY	53
https://www.youtube.com/watch?v=ieSzsh4hJWI	53
https://www.youtube.com/watch?v=oeYKFRV34kY	53
https://www.youtube.com/watch?v=1XLyCDsKhGo	53
https://www.youtube.com/watch?v=_gXnfGIc1Tk	53
https://www.youtube.com/watch?v=Clu36dt2y88	54
https://www.youtube.com/watch?v=Lgitw016T44	54
https://www.youtube.com/watch?v=v8DWf-rSHn0	55
https://www.youtube.com/watch?v=-wXjs6DXoeY	55
https://www.youtube.com/watch?v=a3NQ7CA-8JY	55
https://www.youtube.com/watch?v=iZIHSn1ILxs	55
https://www.youtube.com/watch?v=0G7g9lw20l4	56
https://www.youtube.com/watch?v=yl98-LC3fsU	56
https://www.youtube.com/watch?v=oLLbt0jyqDA	56
https://www.youtube.com/watch?v=7t2mi19DcmE	56
https://www.youtube.com/watch?v=xhH2r3mKFeI	56
https://www.youtube.com/watch?v=ttw4abodSJE	56
https://www.youtube.com/watch?v=QalnisJfHEw	57
https://www.youtube.com/watch?v=AR-Iz1fts5M	58
https://www.youtube.com/watch?v=WFNXwor69-U	58
https://www.youtube.com/watch?v=E_9N4hLL1lg	59
https://www.youtube.com/watch?v=BeougwoxuMg	59
https://www.youtube.com/watch?v=NjFnoU0IJrE	59
https://www.youtube.com/watch?v=U219eUIZ7Qo	60
https://www.youtube.com/watch?v=qQYe6KGAJ5E	60
https://www.youtube.com/watch?v=-V2r_9Um2Tw	61
https://www.youtube.com/watch?v=zwY6acYYO3o	62
https://www.youtube.com/watch?v=PGkHLhnHEb0	62
https://www.youtube.com/watch?v=b5HLsvwLPpQ	62
https://www.youtube.com/watch?v=azJEx1URHsI	63
https://www.youtube.com/watch?v=POGBdDSVybk	63
https://www.youtube.com/watch?v=x24tpUkfL5w	64
https://www.youtube.com/watch?v=hNqwBTCslMw	65
https://www.youtube.com/watch?v=95QcBNJN984	68
https://www.youtube.com/watch?v=c19HRM0x-lA	68.66666667
https://www.youtube.com/watch?v=MNjWQlr63i4	69
https://www.youtube.com/watch?v=GdZxbmEHW7M	70
https://www.youtube.com/watch?v=Zpk2uauRdA8	70
https://www.youtube.com/watch?v=dKj4PDldebc	72
https://www.youtube.com/watch?v=lVQsqs7xCb8	72
https://www.youtube.com/watch?v=mqqFdXMySk4	74
https://www.youtube.com/watch?v=PySuLH7NAQg	76
https://www.youtube.com/watch?v=OAlyHUWjNjE	76.5
https://www.youtube.com/watch?v=ZUG9qYTJMsI	77
https://www.youtube.com/watch?v=oo5zwV6_yVs	78.5
https://www.youtube.com/watch?v=Pc5gHm8Po20	80
https://www.youtube.com/watch?v=R7JBDzuHVb4	82
https://www.youtube.com/watch?v=7QV-F7rlmtY	82
https://www.youtube.com/watch?v=MsmxhpjYa5o	83
https://www.youtube.com/watch?v=0QkZL3l1t-w	84
https://www.youtube.com/watch?v=qhbliUq0_r4	86
https://www.youtube.com/watch?v=wY7Gvq0P4hc	86
https://www.youtube.com/watch?v=r6GQEtUREWY	86
https://www.youtube.com/watch?v=btu1hCc5F_U	90
https://www.youtube.com/watch?v=5AuLkMBAFZg	91
https://www.youtube.com/watch?v=IvNkGm8mxiM	98
https://www.youtube.com/watch?v=I6COwgigJ-g	98.66666667
https://www.youtube.com/watch?v=aZSzMIFZT7Q	100
https://www.youtube.com/watch?v=-2l-FdatcTI	102
https://www.youtube.com/watch?v=SpSMGxnpCmo	106
https://www.youtube.com/watch?v=FivFaqZrr4A	106
https://www.youtube.com/watch?v=9gspElv1yvc	118
https://www.youtube.com/watch?v=excxIZ4wUvg	152
https://www.youtube.com/watch?v=VJwFUNHtCJQ	345
https://www.youtube.com/watch?v=TCKVc-y3Uak	403
https://www.youtube.com/watch?v=T36fK0A8ByI	403
https://www.youtube.com/watch?v=uAgxZ-l5pY8	532
https://www.youtube.com/watch?v=g6QJybQBjyM	600
https://www.youtube.com/watch?v=AvBKlBhfgPc	620
https://www.youtube.com/watch?v=w2DZN3NWefA	691
https://www.youtube.com/watch?v=73wV6KlGm-A	763
https://www.youtube.com/watch?v=9grrfloJCgc	777
https://www.youtube.com/watch?v=BDj1fYlwR00	792
https://www.youtube.com/watch?v=solPCNc_0Ww	981
https://www.youtube.com/watch?v=jdpQir1sqiQ	1210
https://www.youtube.com/watch?v=1Fki1SJ17kQ	72
https://www.youtube.com/watch?v=1MF4sCvkAAA	24.5
https://www.youtube.com/watch?v=26bw-hBiAAI	37
https://www.youtube.com/watch?v=AEMK1O0BDqA	100
https://www.youtube.com/watch?v=A-taWymx1WI	56
https://www.youtube.com/watch?v=Bqfow_TmNh4	22
https://www.youtube.com/watch?v=CdKcjxUib4Q	65
https://www.youtube.com/watch?v=CPtRohwHMB4	21
https://www.youtube.com/watch?v=g_dFf9mWxPI	0
https://www.youtube.com/watch?v=h7kAzhDDBOw	12
https://www.youtube.com/watch?v=Hr-4Aln1Il8	31
https://www.youtube.com/watch?v=iUdQhl05fKQ	12
https://www.youtube.com/watch?v=J7QKeV2-ghk	6
https://www.youtube.com/watch?v=kKtDqM1H82w	0
https://www.youtube.com/watch?v=KZMYWAW-5Js	10
https://www.youtube.com/watch?v=N6Ns-SpRQmU	388
https://www.youtube.com/watch?v=NeXMxuNNlE8	51
https://www.youtube.com/watch?v=o6afGyzyrVE	52
https://www.youtube.com/watch?v=O6NCUmac3aY	34
https://www.youtube.com/watch?v=oLUPlTA9gsY	74
https://www.youtube.com/watch?v=OtsVUdEfrQI	9
https://www.youtube.com/watch?v=Pj_mSZYeLrU	417
https://www.youtube.com/watch?v=pnISZdg_3lw	10
https://www.youtube.com/watch?v=q5Mjz1RTfkU	47
https://www.youtube.com/watch?v=qzilmXQ0ReQ	0
https://www.youtube.com/watch?v=rA2JuxRdlmA	38
https://www.youtube.com/watch?v=Sd4C8_FMdjA	94.5
https://www.youtube.com/watch?v=spCknVcaSHg	16
https://www.youtube.com/watch?v=SxgcPuY58Js	69
https://www.youtube.com/watch?v=Uj6G1C6c0uw	43
https://www.youtube.com/watch?v=uxtNrVVVWVo	23.5
https://www.youtube.com/watch?v=V9epMG_zeYw	25
https://www.youtube.com/watch?v=vL6v9lLf1_c	0
https://www.youtube.com/watch?v=Z2CrW3ntd4I	35
https://www.youtube.com/watch?v=ZDVkPARmDkY	6
https://www.youtube.com/watch?v=OEQzJRRIXKs	21
https://www.youtube.com/watch?v=vX6FXRgcKQc	53
https://www.youtube.com/watch?v=KuNcSp2T4Lw	30.5
https://www.youtube.com/watch?v=JkBNmBQb5qY	53
https://www.youtube.com/watch?v=dSEI_Iny_zc	10
https://www.youtube.com/watch?v=fXT3Sma4-rg	23.5
https://www.youtube.com/watch?v=px6TQ0ZMIsw	31
https://www.youtube.com/watch?v=rZNiP2ufp_Q	92
https://www.youtube.com/watch?v=zcdDg30VBgo	50.5
https://www.youtube.com/watch?v=LlZz3WNbOkw	0
https://www.youtube.com/watch?v=Nlw1YnVW58c	39
https://www.youtube.com/watch?v=RNvmfmZqd9I	27
https://www.youtube.com/watch?v=fMuw1guPdts	4
https://www.youtube.com/watch?v=4YHfAIdmIXw	13
https://www.youtube.com/watch?v=Sw3tEcz2PK0	57
https://www.youtube.com/watch?v=dDTBnsqxZ3k	38
https://www.youtube.com/watch?v=jUnG9FOmbqo	0
https://www.youtube.com/watch?v=LI3KRcGEkZg	52
https://www.youtube.com/watch?v=AmjUGJwu810	18
https://www.youtube.com/watch?v=d5kW4pI_VQw	102
https://www.youtube.com/watch?v=PjquJ5hi6zE	99
https://www.youtube.com/watch?v=tsBrlDMRGGI	23.5
https://www.youtube.com/watch?v=S_JjGZYpy7I	15
https://www.youtube.com/watch?v=M4dTKckmLwE	7
https://www.youtube.com/watch?v=onbZV52GWpk	25
https://www.youtube.com/watch?v=4nIUcRJX9-o	16
https://www.youtube.com/watch?v=d8AEoNHSJZ0	87
https://www.youtube.com/watch?v=0LcHFkXmCb8	46
https://www.youtube.com/watch?v=mrh9tPkQwCY	14
https://www.youtube.com/watch?v=PewCSYS6a6s	28
